40.8359336,14.2487826,53.52,Naples,,IT
26.2235041,50.5822436,53.42,Manama,,BH
40.4167047,-3.7035825,53.17,Madrid,,ES
22.6203348,120.3120375,52.66,Kaohsiung,,TW
37.5023612,15.0873718,52.07,Catania,,IT
44.1168594,15.2353257,52.06,Zadar,,HR
46.0499803,14.5068602,51.33,Ljubljana,,SI
55.7504461,37.6174943,51.04,Moscow,,RU
56.9493977,24.1051846,50.43,Riga,,LV
23.5882019,58.3829448,50.18,Muscat,,OM
8.9714493,-79.5341802,50.05,Panama City,,PA
39.4697065,-0.3763353,49.85,Valencia,,ES
31.9515694,35.9239625,49.4,Amman,,JO
26.4367824,50.1039991,48.69,Ad Dammam,,SA
56.839104,60.60825,48.22,Yekaterinburg,,RU
37.3886303,-5.9953403,47.67,Seville (Sevilla),,ES
11.568271,104.9224426,47.54,Phnom Penh,,KH
29.3797091,47.9735629,47.51,Kuwait City,,KW
13.7525438,100.4934734,46.8,Bangkok,,TH
18.4801972,-69.942111,46.59,Santo Domingo,,DO
6.8137426,-58.1624465,46.4,Georgetown,,GY
49.1922443,16.6113382,45.84,Brno,,CZ
28.1288694,-15.4349015,45.82,Las Palmas de Gran Canaria,,ES
28.469648,-16.2540884,45.69,Santa Cruz de Tenerife,,ES
38.3436365,-0.4881708,45.66,Alicante,,ES
56.3264816,44.0051395,45.48,Nizhny Novgorod,,RU
38.7077507,-9.1365919,45.41,Lisbon,,PT
14.5567949,121.0211226,45.37,Makati,,PH
46.5576439,15.6455854,45.14,Maribor,,SI
13.6989939,-89.1914249,44.81,San Salvador,,SV
48.7172272,21.2496774,44.29,Kosice,,SK
45.3271752,14.4412309,43.92,Rijeka,,HR
14.693425,-17.447938,43.66,Dakar,,SN
9.0107934,38.7612525,43.48,Addis Ababa,,ET
10.506098,-66.9146017,43.24,Caracas,,VE
14.6222328,-90.5185188,43.23,Guatemala City,,GT
49.8349139,18.2820084,42.95,Ostrava,,CZ
42.6978634,23.3221789,42.93,Sofia,,BG
-17.831773,31.045686,42.72,Harare,,ZW
30.2489634,120.2052342,42.51,Hangzhou,,CN
54.8982139,23.9044817,42.37,Kaunas,,LT
-33.4377756,-70.6504502,42.14,Santiago,,CL
47.2213858,39.7114196,41.96,Rostov-na-donu,,RU
14.6509905,121.0486155,40.7,Quezon City,,PH
44.4361414,26.1027202,40.68,Bucharest,,RO
40.640496,-8.6537841,40.45,Aveiro,,PT
5.320357,-4.016107,40.43,Abidjan,,CI
-26.205,28.049722,40.08,Johannesburg,,ZA
40.1776245,44.5126174,39.87,Yerevan,,AM
25.3936557,55.4451432,39.77,Ajman,,AE
-25.7459374,28.1879444,39.41,Pretoria,,ZA
41.6934591,44.8014495,39.16,Tbilisi,,GE
32.5010188,-116.964662,39.13,Tijuana,,MX
46.769379,23.5899542,38.87,Cluj-Napoca,,RO
19.4326296,-99.1331785,38.36,Mexico City,,MX
-24.6581357,25.9088474,38.36,Gaborone,,BW
23.1301964,113.2592945,38.29,Guangzhou,,CN
21.1617854,-86.8510468,38.18,Cancun,,MX
-29.861825,31.009909,38.07,Durban,,ZA
-8.456018100000001,115.27038551191185,37.94,Bali,,ID
3.1516964,101.6942371,37.9,Kuala Lumpur,,MY
-0.2201641,-78.5123274,37.75,Quito,,EC
-33.928992,18.417396,37.63,Cape Town,,ZA
45.6523093,25.6102746,37.48,Brasov,,RO
16.7967129,96.1609916,37.21,Yangon,,MM
12.9366674,100.8864587,36.97,Pattaya,,TH
53.9024716,27.5618225,36.78,Minsk,,BY
15.5635972,32.5349123,36.74,Khartoum,,SD
-6.1753942,106.827183,36.22,Jakarta,,ID
43.2073873,27.9166653,35.92,Varna,,BG
43.8519774,18.3866868,35.91,Sarajevo,,BA
-1.2832533,36.8172449,35.89,Nairobi,,KE
40.1827657,29.0677305,35.84,Bursa,,TR
21.0294498,105.8544441,35.76,Hanoi,,VN
-18.1415884,178.4421662,35.6,Suva,,FJ
42.4415238,19.2621081,35.44,Podgorica,,ME
45.7538355,21.2257474,35.1,Timisoara,,RO
36.1911624,44.0094652,34.97,Erbil (Irbil),,IQ
3.0991752,101.6450232,34.76,Petaling Jaya,,MY
46.2546312,20.1486016,34.39,Szeged,,HU
47.531399,21.6259782,34.25,Debrecen,,HU
45.7973912,24.1519202,34.07,Sibiu,,RO
31.6258257,-7.9891608,33.77,Marrakech,,MA
47.94909925,107.02225913456641,33.74,Ulaanbaatar,,MN
41.9960924,21.4316495,33.07,Skopje,,MK
33.5950627,-7.6187768,32.68,Casablanca,,MA
35.6892523,51.3896004,32.66,Tehran,,IR
36.0638034,120.3781372,32.62,Qingdao,Shandong,CN
32.6707877,51.6650002,32.49,Isfahan (Esfahan),,IR
44.3190159,23.7965614,32.02,Craiova,,RO
33.3024309,44.3787992,32.01,Baghdad,,IQ
23.7861979,90.4026151,32,Dhaka,,BD
34.022405,-6.834543,31.93,Rabat,,MA
47.0245117,28.8322923,31.85,Chisinau,,MD
5.5571096,-0.2012376,31.24,Accra,,GH
33.5130695,36.3095814,30.94,Damascus,,SY
-1.950851,30.061507,30.7,Kigali,,RW
-6.8160837,39.2803583,30.35,Dar es Salaam,,TZ
28.5707841,77.3271074,29.72,Noida,,IN
38.4147331,27.1434119,29.52,Izmir,,TR
36.7753606,3.0601882,29.11,Algiers,,DZ
36.8002068,10.1857757,29.07,Tunis,,TN
30.0443879,31.2357257,28.9,Cairo,,EG
36.9009641,30.6954846,28.43,Antalya,,TR
51.1282205,71.4306682,27.84,Astana (Nur-Sultan),,KZ
36.2974945,59.6059232,27.68,Mashhad,,IR
19.0759899,72.8773928,27.51,Mumbai,,IN
28.6517178,77.2219388,27.42,Delhi,,IN
32.896672,13.1777923,27.25,Tripoli,,LY
12.9767936,77.590082,26.9,Bangalore,,IN
42.6638771,21.1640849,26.76,Pristina,,XK
31.199004,29.894378,26.74,Alexandria,,EG
17.7231276,83.3012842,26.63,Visakhapatnam,,IN
10.9799669,-74.8013085,26.44,Barranquilla,,CO
42.8765615,74.6070079,26.31,Bishkek,,KG
3.4517923,-76.5324943,25.99,Cali,,CO
18.521428,73.8544541,25.22,Pune,,IN
26.1805978,91.753943,25.17,Guwahati,,IN
23.0216238,72.5797068,24.85,Ahmedabad,,IN
36.9863599,35.3252861,24.59,Adana,,TR
22.7203616,75.8681996,24.2,Indore,,IN
26.8381,80.9346001,24.2,Lucknow (Lakhnau),,IN
49.9923181,36.2310146,24.13,Kharkiv,,UA
6.9387469,79.8541134,23.94,Colombo,,LK
22.5726723,88.3638815,23.89,Kolkata,,IN
20.2888397,85.81428067984878,23.76,Bhubaneswar,,IN
9.931308,76.2674136,23.32,Kochi,,IN
22.2973142,73.1942567,23.2,Vadodara,,IN
13.0836939,80.270186,23.16,Chennai,,IN
11.0018115,76.9628425,22.58,Coimbatore,,IN
31.5656822,74.3141829,18.68,Lahore,,PK
24.8546842,67.0207055,17.07,Karachi,,PK
33.5914237,73.0535122,15.59,Rawalpindi,,PK
30.1979793,71.4724978,14.87,Multan,,PK
34.0123846,71.5787458,13.69,Peshawar,,PK
